# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  165       6.502239135595e-10       1.299578661308e-13      -5.808747256217e-12       1.154792154777e-15       2.482174299012e-12       5.078795306805e-13      -2.973232654499e-15 
  166       6.540942410254e-10       1.286249160263e-13      -5.759262217959e-12       1.170374135670e-15       2.438938250264e-12       5.009842207535e-13      -2.912930203175e-15 
  167       6.579180862577e-10       1.272665184760e-13      -5.706108483973e-12       1.186086612016e-15       2.396697286655e-12       4.942119084758e-13      -2.852976138585e-15 
  168       6.616940074202e-10       1.258857098937e-13      -5.649274984373e-12       1.201929569787e-15       2.355399176422e-12       4.875567531032e-13      -2.793327755228e-15 
  169       6.654205319022e-10       1.244856561676e-13      -5.588752902509e-12       1.217902967697e-15       2.314986644907e-12       4.810122564954e-13      -2.733938159683e-15 
  170       6.690961558464e-10       1.230696543528e-13      -5.524535715914e-12       1.234006736757e-15       2.275397283627e-12       4.745712508582e-13      -2.674756193132e-15 
  171       6.727194414508e-10       1.216410332397e-13      -5.456618493694e-12       1.250240746006e-15       2.236576180095e-12       4.682274067068e-13      -2.615738953155e-15 
  172       6.762893189671e-10       1.202028422093e-13      -5.384995637219e-12       1.266604697482e-15       2.198515179372e-12       4.619799235164e-13      -2.556890692918e-15 
  173       6.798048090955e-10       1.187581395576e-13      -5.309663028635e-12       1.283098221586e-15       2.161216737188e-12       4.558292085148e-13      -2.498227032093e-15 
  174       6.832649274041e-10       1.173100925557e-13      -5.230618795104e-12       1.299720909514e-15       2.124681455137e-12       4.497753856550e-13      -2.439762623671e-15 
  175       6.866686842559e-10       1.158619787308e-13      -5.147863346713e-12       1.316472312665e-15       2.088908041649e-12       4.438182895598e-13      -2.381511127908e-15 
  176       6.900150847350e-10       1.144171871461e-13      -5.061399414393e-12       1.333351942050e-15       2.053893272963e-12       4.379574594656e-13      -2.323485186247e-15 
  177       6.933031285734e-10       1.129792196813e-13      -4.971232087833e-12       1.350359267697e-15       2.019631954102e-12       4.321921331669e-13      -2.265696395259e-15 
  178       6.965318100778e-10       1.115516923130e-13      -4.877368853395e-12       1.367493718065e-15       1.986116879842e-12       4.265212409609e-13      -2.208155280578e-15 
  179       6.997001180560e-10       1.101383363951e-13      -4.779819632028e-12       1.384754679448e-15       1.953338795690e-12       4.209433995908e-13      -2.150871270830e-15 
  180       7.028070357435e-10       1.087429999391e-13      -4.678596817184e-12       1.402141495383e-15       1.921286358851e-12       4.154569061910e-13      -2.093852671568e-15 
  181       7.058515407303e-10       1.073696488945e-13      -4.573715312735e-12       1.419653466061e-15       1.889946099206e-12       4.100597322307e-13      -2.037106639212e-15 
  182       7.088326048876e-10       1.060223684292e-13      -4.465192570882e-12       1.437289847736e-15       1.859302380283e-12       4.047495174586e-13      -1.980639154973e-15 
  183       7.117491942941e-10       1.047053642100e-13      -4.353048630078e-12       1.455049852130e-15       1.829337360230e-12       3.995235638467e-13      -1.924454998797e-15 
  184       7.146002691630e-10       1.034229636826e-13      -4.237306152936e-12       1.472932645841e-15       1.800030952787e-12       3.943788295348e-13      -1.868557723291e-15 
  185       7.173847837682e-10       1.021796173524e-13      -4.117990464149e-12       1.490937349757e-15       1.771360788262e-12       3.893119227748e-13      -1.812949627663e-15 
  186       7.201016863716e-10       1.009799000645e-13      -3.995129588401e-12       1.509063038458e-15       1.743302174498e-12       3.843190958747e-13      -1.757631731650e-15 
  187       7.227499191488e-10       9.982851228451e-14      -3.868754288286e-12       1.527308739628e-15       1.715828057853e-12       3.793962391430e-13      -1.702603749458e-15 
  188       7.253284181166e-10       9.873028137848e-14      -3.738898102219e-12       1.545673433461e-15       1.688908984169e-12       3.745388748329e-13      -1.647864063694e-15 
  189       7.278361130592e-10       9.769016289354e-14      -3.605597382356e-12       1.564156052072e-15       1.662513059745e-12       3.697421510866e-13      -1.593409699296e-15 
  190       7.302719274548e-10       9.671324183817e-14      -3.468891332502e-12       1.582755478903e-15       1.636605912310e-12       3.650008358794e-13      -1.539236297472e-15 
  191       7.326348498098e-10       9.580452038740e-14      -3.328819795443e-12       1.601470557425e-15       1.611157487737e-12       3.603105458428e-13      -1.485341854448e-15 
  192       7.349241537894e-10       9.496826054618e-14      -3.185416350553e-12       1.620300119209e-15       1.586163090850e-12       3.556715482906e-13      -1.431738305226e-15 
  193       7.371391944951e-10       9.420859453167e-14      -3.038714770240e-12       1.639242956823e-15       1.561623851352e-12       3.510852333742e-13      -1.378440760523e-15 
  194       7.392793387015e-10       9.352973449210e-14      -2.888751254322e-12       1.658297814176e-15       1.537540013465e-12       3.465529028485e-13      -1.325463806440e-15 
  195       7.413439650165e-10       9.293597308832e-14      -2.735564460574e-12       1.677463385956e-15       1.513910919274e-12       3.420757680567e-13      -1.272821490714e-15 
  196       7.433324640417e-10       9.243168407528e-14      -2.579195535284e-12       1.696738317066e-15       1.490734992062e-12       3.376549479154e-13      -1.220527308973e-15 
  197       7.452442385327e-10       9.202132288352e-14      -2.419688143801e-12       1.716121202065e-15       1.468009719659e-12       3.332914668999e-13      -1.168594190987e-15 
  198       7.470787035592e-10       9.170942720068e-14      -2.257088501084e-12       1.735610584608e-15       1.445731637777e-12       3.289862530291e-13      -1.117034486922e-15 
  199       7.488352866655e-10       9.150061755305e-14      -2.091445402255e-12       1.755204956882e-15       1.423896313355e-12       3.247401358506e-13      -1.065859953596e-15 
  200       7.505134280308e-10       9.139959788698e-14      -1.922810253149e-12       1.774902759043e-15       1.402498327897e-12       3.205538444255e-13      -1.015081740729e-15 
  201       7.521125806292e-10       9.141115615047e-14      -1.751237100862e-12       1.794702378663e-15       1.381531260817e-12       3.164280053142e-13      -9.647103771988e-16 
  202       7.536322103903e-10       9.154016487463e-14      -1.576782664305e-12       1.814602150158e-15       1.360987672776e-12       3.123631405608e-13      -9.147557572925e-16 
  203       7.550717963596e-10       9.179158175517e-14      -1.399506364755e-12       1.834600354236e-15       1.340859089027e-12       3.083596656782e-13      -8.652271269615e-16 
  204       7.564308308582e-10       9.217045023394e-14      -1.219470356399e-12       1.854695217330e-15       1.321135982753e-12       3.044178876336e-13      -8.161330700741e-16 
  205       7.577088196438e-10       9.268190008041e-14      -1.036739556893e-12       1.874884911037e-15       1.301807758412e-12       3.005380028333e-13      -7.674814946690e-16 
  206       7.589052820706e-10       9.333114797317e-14      -8.513816779063e-13       1.895167551562e-15       1.282862735072e-12       2.967200951076e-13      -7.192796192088e-16 
  207       7.600197512495e-10       9.412349808144e-14      -6.634672556765e-13       1.915541199149e-15       1.264288129761e-12       2.929641336965e-13      -6.715339588335e-16 
  208       7.610517742088e-10       9.506434264659e-14      -4.730696815561e-13       1.936003857527e-15       1.246070040798e-12       2.892699712338e-13      -6.242503116137e-16 
  209       7.620009120541e-10       9.615916256359e-14      -2.802652325654e-13       1.956553473343e-15       1.228193431144e-12       2.856373417332e-13      -5.774337448041e-16 
  210       7.628667401287e-10       9.741352796257e-14      -8.513310194249e-14       1.977187935604e-15       1.210642111737e-12       2.820658585725e-13      -5.310885810969e-16 
  211       7.636488481741e-10       9.883309879030e-14       1.122445703065e-13       1.997905075117e-15       1.193398724833e-12       2.785550124794e-13      -4.852183848753e-16 
  212       7.643468404900e-10       1.004236253917e-13       3.117826668565e-13       2.018702663923e-15       1.176444727351e-12       2.751041695161e-13      -4.398259484667e-16 
  213       7.649603736762e-10       1.021906136858e-13       5.133974488983e-13       2.039578485586e-15       1.159764011488e-12       2.717126581737e-13      -3.949131955533e-16 
  214       7.654892723599e-10       1.041382943363e-13       7.170200142366e-13       2.060530552499e-15       1.143354073103e-12       2.683800413795e-13      -3.504809126738e-16 
  215       7.659334215969e-10       1.062705850612e-13       9.225836893946e-13       2.081556902173e-15       1.127215565689e-12       2.651058589731e-13      -3.065289730176e-16 
  216       7.662927302499e-10       1.085914194818e-13       1.130019706023e-12       2.102655527338e-15       1.111348723838e-12       2.618895384782e-13      -2.630564037574e-16 
  217       7.665671312479e-10       1.111047468219e-13       1.339257181896e-12       2.123824375568e-15       1.095753356155e-12       2.587303933228e-13      -2.200613720852e-16 
  218       7.667565818455e-10       1.138145316058e-13       1.550223101910e-12       2.145061348905e-15       1.080428838180e-12       2.556276210584e-13      -1.775411712476e-16 
  219       7.668610638821e-10       1.167247533570e-13       1.762842299079e-12       2.166364303485e-15       1.065374105301e-12       2.525803015799e-13      -1.354922065805e-16 
  220       7.668805840408e-10       1.198394062965e-13       1.977037435533e-12       2.187731049166e-15       1.050587645675e-12       2.495873953451e-13      -9.390998154532e-17 
  221       7.668151741083e-10       1.231624990417e-13       2.192728983516e-12       2.209159349149e-15       1.036067493138e-12       2.466477415946e-13      -5.278908376341e-17 
  222       7.666648912333e-10       1.266980543046e-13       2.409835206381e-12       2.230646919604e-15       1.021811220128e-12       2.437600565712e-13      -1.212317105198e-17 
  223       7.664298181866e-10       1.304501085903e-13       2.628272139587e-12       2.252191429297e-15       1.007815930598e-12       2.409229317396e-13       2.809504254084e-17 
  224       7.661100636197e-10       1.344227118956e-13       2.847953571700e-12       2.273790499217e-15       9.940782529366e-13       2.381348320064e-13       6.787380070063e-17 
  225       7.657057623241e-10       1.386199274077e-13       3.068791025384e-12       2.295441702196e-15       9.805943328793e-13       2.353940939392e-13       1.072223188114e-16 
  226       7.652170754909e-10       1.430458312023e-13       3.290693738405e-12       2.317142562536e-15       9.673598264297e-13       2.326989239869e-13       1.461507979202e-16 
  227       7.646441909696e-10       1.477045119425e-13       3.513568644623e-12       2.338890555639e-15       9.543698927746e-13       2.300473966988e-13       1.846704387020e-16 
  228       7.639873235276e-10       1.526000705768e-13       3.737320354991e-12       2.360683107627e-15       9.416191872009e-13       2.274374529445e-13       2.227934554241e-16 
  229       7.632467151094e-10       1.577366200384e-13       3.961851138552e-12       2.382517594967e-15       9.291018540122e-13       2.248668981336e-13       2.605330899110e-16 
  230       7.624226350957e-10       1.631182849429e-13       4.187060903438e-12       2.404391344100e-15       9.168115194458e-13       2.223334004354e-13       2.979036255091e-16 
  231       7.615153805627e-10       1.687492012872e-13       4.412847177863e-12       2.426301631065e-15       9.047412845894e-13       2.198344889985e-13       3.349204010513e-16 
  232       7.605252765414e-10       1.746335161481e-13       4.639105091123e-12       2.448245681121e-15       8.928837182976e-13       2.173675521702e-13       3.715998248216e-16 
  233       7.594526762767e-10       1.807753873806e-13       4.865727354594e-12       2.470220668378e-15       8.812308501091e-13       2.149298357167e-13       4.079593885202e-16 
  234       7.582979614868e-10       1.871789833164e-13       5.092604242728e-12       2.492223715416e-15       8.697741631630e-13       2.125184410423e-13       4.440176812276e-16 
  235       7.570615426222e-10       1.938484824625e-13       5.319623574048e-12       2.514251892916e-15       8.585045871157e-13       2.101303234094e-13       4.797944033698e-16 
  236       7.557438591252e-10       2.007880731999e-13       5.546670692148e-12       2.536302219281e-15       8.474124910578e-13       2.077622901578e-13       5.153103806827e-16 
  237       7.543453796888e-10       2.080019534816e-13       5.773628446691e-12       2.558371660263e-15       8.364876764307e-13       2.054109989247e-13       5.505875781768e-16 
  238       7.528665949974e-10       2.154939378531e-13       6.000383930530e-12       2.580457284150e-15       8.257213404177e-13       2.030736298876e-13       5.856432226789e-16 
  239       7.513079949238e-10       2.232662527170e-13       6.226849183283e-12       2.602556738520e-15       8.151121127527e-13       2.007499513669e-13       6.204717464655e-16 
  240       7.496700904530e-10       2.313206674965e-13       6.452941705202e-12       2.624667801645e-15       8.046603709049e-13       1.984403759118e-13       6.550617767950e-16 
  241       7.479534213196e-10       2.396588796257e-13       6.678577809126e-12       2.646788229478e-15       7.943662995878e-13       1.961452971758e-13       6.894019304729e-16 
  242       7.461585562505e-10       2.482825134198e-13       6.903672615738e-12       2.668915755610e-15       7.842298878328e-13       1.938650895578e-13       7.234808153878e-16 
  243       7.442860932085e-10       2.571931189448e-13       7.128140048808e-12       2.691048091219e-15       7.742509260629e-13       1.916001078445e-13       7.572870320470e-16 
  244       7.423366596358e-10       2.663921708883e-13       7.351892830451e-12       2.713182925028e-15       7.644290031662e-13       1.893506868513e-13       7.908091751130e-16 
  245       7.403109126973e-10       2.758810674290e-13       7.574842476368e-12       2.735317923256e-15       7.547635035701e-13       1.871171410640e-13       8.240358349389e-16 
  246       7.382095395238e-10       2.856611291071e-13       7.796899291104e-12       2.757450729571e-15       7.452536043147e-13       1.848997642808e-13       8.569555991048e-16 
  247       7.360332574555e-10       2.957335976943e-13       8.017972363295e-12       2.779578965044e-15       7.358982721266e-13       1.826988292536e-13       8.895570539536e-16 
  248       7.337828142856e-10       3.060996350640e-13       8.237969560916e-12       2.801700228105e-15       7.266962604924e-13       1.805145873296e-13       9.218287861270e-16 
  249       7.314589885031e-10       3.167603220611e-13       8.456797526536e-12       2.823812094492e-15       7.176461067330e-13       1.783472680930e-13       9.537593841013e-16 
